"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"12","g__Dietzia",0.195789424348769,0.0486960074111892,0.0738403558639637,0.225595645128831,2.65152330399751,0.215855263444383,0.117656427214888,0.849114728613536,0.450390067822358,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"13","g__Mycobacterium",-0.44608942634305,1.17227821824075,0.168327305801061,0.274535810692936,-2.65013108966566,4.27003754184886,0.0380219544710475,0.00526285486749035,0.21253297627406,0.0674129083473566,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"14","g__Gordonia",0.545762830668806,-0.831652588208156,0.133919528092601,0.236609239237874,4.07530431477796,-3.5148779096156,0.0266710441783242,0.0390606651573913,0.176190534268929,0.212547257382543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"15","g__Rhodococcus",0.527154552703607,-0.648245002988955,0.127888425780682,0.228145908761501,4.12198797104309,-2.84136150636222,0.0145887827414423,0.04680306646542,0.117790912504979,0.227770222922708,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"16","g__Blastococcus",0.35027704119948,-0.450384615509128,0.205408093111227,0.390678857526338,1.70527380831975,-1.15282566955588,0.131913495030361,0.286824584557855,0.470745837917476,0.665188930144812,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"17","g__Geodermatophilus",0.000540216642144539,-0.876436608628478,0.0738403558639637,0.21691932825443,0.00731600810727107,-4.04038042935704,0.995342567677687,0.154460320611251,1,0.448964665243371,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"18","g__Modestobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"19","g__Kineococcus",-1.07484682555236,2.20814607892204,0.125721948313442,0.279752336058642,-8.54939682347763,7.89321765827601,0.000140495446890391,0.000219199386516115,0.0102093358073684,0.0159284887535044,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"20","g__Brevibacterium",-0.141181839999462,0.404634224571215,0.316014826583533,0.3908913730023,-0.446757013035725,1.03515772544009,0.664570160434544,0.324979205018905,1,0.730365636021868,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"21","g__Cellulomonas",-0.706183350320239,1.03170421152069,0.0937163630089171,0.212574078065239,-7.535326037493,4.85338673892334,0.00484499111041482,0.0166973136105807,0.0528104031035215,0.136938476439533,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"22","g__Brachybacterium",-1.42407573616939,1.86605924890924,NA,0.22615053108931,NA,8.25140334590813,1,0.00372724521835027,1,0.0625030352000277,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"23","g__Dermabacter",0.172852992577964,0.137118667206921,0.106844471092163,0.306614821946039,1.61780006780943,0.447201692131677,0.166629556632676,0.673436469596975,0.537660409472779,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"24","g__Dermacoccus",0.639080869767554,-1.25139751271773,0.0738403558639637,0.298905001305995,8.65489964518771,-4.18660613656529,0.0732312738992652,0.149264361498087,0.334512984357026,0.445748367213466,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"25","g__Agrococcus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"26","g__Curtobacterium",0.278801878983554,-0.172256740099365,0.278128814654766,0.46860873582,1.002419973384,-0.367591824334943,0.323901639362088,0.715675461478767,0.85072960699922,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"27","g__Leifsonia",0.251635402267454,0.286594786277727,0.0738403558639637,0.210424074450472,3.40783030259284,1.36198667869243,0.181709954286667,0.403187982612324,0.565896714778477,0.873412441848815,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"28","g__Microbacterium",0.0971145140088502,-0.179533287929934,0.104602056415316,0.213212533470052,0.928418783883782,-0.842039091267359,0.4057421508665,0.447165911562472,1,0.946428822530282,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"29","g__Pseudoclavibacter",1.21193748665228,-1.36883656393032,0.0738403558639637,0.211592311038901,16.4129421164361,-6.46921694464909,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"30","g__Arthrobacter",0.508075643074539,-0.733669316165182,NA,0.247028066077493,NA,-2.96998364523903,1,0.206761023135756,1,0.536594083852319,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"31","g__Kocuria",-0.28502625597395,0.203133562086491,0.243787654452224,0.347720702578933,-1.16915787476764,0.584185987719209,0.286681705920505,0.580379411014382,0.771563109761358,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"32","g__Micrococcus",-0.399637764539892,0.945248370628402,0.356023407449961,0.432811082675444,-1.12250418421171,2.18397450634882,0.273749839898259,0.0399105522781469,0.765095706382314,0.212547257382543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"33","g__Pseudoglutamicibacter",0.814594157596036,-1.83929977953667,0.0738403558639637,0.211592311038901,11.0318287075534,-8.69265887075888,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"34","g__Rothia",0.495945012732179,-0.658912308614377,0.220184707078245,0.345546794244346,2.25240444403771,-1.9068685329734,0.0378024111393945,0.0735825875175719,0.21253297627406,0.289441640271528,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"35","g__Actinoplanes",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"36","g__Aeromicrobium",0.00592122943351277,0.0704077467137378,NA,0.216985404618739,NA,0.324481486842168,1,0.800252365722321,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"37","g__Marmoricola",-1.07728741074372,2.00953796924625,0.0738403558639637,0.244272214734557,-14.5894124986127,8.22663343610305,0.0435675940126925,0.0770074088795808,0.231652085238219,0.289441640271528,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"38","g__Nocardioides",0.224106114401525,0.04584854687615,0.27680051922444,0.392487088625309,0.809630397477006,0.116815427067258,0.444798096993795,0.910287224873396,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"39","g__Cutibacterium",-0.205475322155311,0.675299342418866,0.550927805494916,0.799289259491069,-0.372962337543893,0.844874786443207,0.711714605944565,0.40465438819601,1,0.873412441848815,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"40","g__Microlunatus",-0.948240355744239,1.18262922240691,NA,0.213048942273847,NA,5.55097439013236,1,0.113469086779442,1,0.398971950289005,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"41","g__Pseudopropionibacterium",-0.0862532666345723,-0.202845261925938,NA,0.215291899432231,NA,-0.942187153631336,1,0.518944588473692,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"42","g__Actinomycetospora",1.11619674358399,-1.74438408324848,0.0738403558639637,0.218777592716894,15.1163510863946,-7.97332149780881,0.0043477697387894,0.0153680689537525,0.052656322392005,0.134009561276722,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"43","g__Pseudonocardia",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"44","g__Streptomyces",0.318213259449347,-0.799230129440546,NA,0.230493317294329,NA,-3.46747636253578,1,0.0740512129901701,1,0.289441640271528,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"45","g__Atopobium",-0.795107947473585,1.21060334118929,0.156669472367893,0.275896620483893,-5.07506622353652,4.38788753217063,0.00227658377562687,0.00462854072929439,0.0381765586989737,0.0630638674366361,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"46","g__Olsenella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"47","g__Collinsella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"48","g__Rubrobacter",1.80900235610449,-2.85867887591731,0.0738403558639637,0.211592311038901,24.4988304151353,-13.5103154830222,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"49","g__Patulibacter",-0.999425100640641,1.75566715464725,NA,0.212839461742369,NA,8.2487859172111,1,0.0768026055010528,1,0.289441640271528,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"50","g__Solirubrobacter",0.641515778097839,-0.757831976322315,0.0738403558639637,0.225130839291219,8.68787495119479,-3.36618465381377,0.00320918445760502,0.0435335175558258,0.0451597100570483,0.220704809934186,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"51","g__F0058",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"52","g__Porphyromonas",-0.678586567990163,1.28921447527987,0.313848676872217,0.422378605871578,-2.16214570267712,3.05227219692999,0.0515133577243554,0.0100422236425992,0.26737885675975,0.0995093070039379,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"53","g__Alloprevotella",-0.305815801830658,0.447613088254418,0.155095006114979,0.354377504093563,-1.97179657482938,1.26309679108818,0.0892545524957362,0.246997857246809,0.374182547001356,0.611881055452323,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"54","g__Prevotella",0.10509857450761,0.177041122349424,0.118432231639807,0.36794130631578,0.887415301159323,0.481166749452917,0.387238310641971,0.636532789779802,0.993152373175878,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"55","g__Rikenellaceae_RC9_gut_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"56","g__Tannerella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"57","g__Edaphobaculum",1.28568112031384,-1.86909921562908,0.0738403558639637,0.211592311038901,17.4116322337673,-8.83349308135044,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"58","g__Flavisolibacter",0.191101483733069,0.987400055591588,0.0738403558639637,0.211592311038901,2.58803579014618,4.66652143805952,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"59","g__Segetibacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"60","g__Hymenobacter",0.297665833284081,-0.364717654753985,0.247889824773312,0.320212649852496,1.20079891764935,-1.13898577998711,0.260478135282543,0.284116769274114,0.754931927638973,0.665188930144812,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"61","g__Pontibacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"62","g__Dyadobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"63","g__Capnocytophaga",-1.01070484870767,1.86404685660025,0.222763044038283,0.331739594232452,-4.53712981464724,5.61900625975356,0.00141170364408299,0.000326245885863227,0.0291395598964403,0.0177804007795459,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"64","g__Flavobacterium",-0.443424202655371,0.46616002664966,0.199164939488994,0.285464309457908,-2.22641697777271,1.63298882278801,0.0765086696936549,0.163399600918874,0.339841838304732,0.455485218203105,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"65","g__Bergeyella",-1.11440168099858,2.7062749168304,0.173381165639053,0.247050743680822,-6.42746677178624,10.9543281534371,0.00763385778537676,0.00162867900384213,0.0723556955309624,0.0396467463782789,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"66","g__Chryseobacterium",0.0926665615184099,-0.11081407119844,0.141257285408672,0.45860962285845,0.656012617333798,-0.241630497214061,0.5282287970952,0.814481948770852,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"67","g__Cloacibacterium",1.30246394696424,-1.98005777317289,NA,0.264181484290509,NA,-7.49506642560728,1,0.0173395426684874,1,0.136938476439533,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"68","g__Empedobacter",1.4507781367656,-2.14772305670177,NA,0.210549646628848,NA,-10.2005540787619,1,0.0622115235721359,1,0.271242242774513,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"69","g__Mucilaginibacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"70","g__Pedobacter",-1.11314125635904,4.19590492910611,0.177713208686943,0.276961360083763,-6.26369454799466,15.1497845325323,0.0033144741326274,0.00011066614757371,0.0451597100570483,0.0120626100855344,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"71","g__Sphingobacterium",-1.89547481455526,2.5732151396118,0.0738403558639637,0.345842257542947,-25.6699035693611,7.44043009056597,0.00151413390145313,0.0175884281665455,0.0291395598964403,0.136938476439533,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"72","g__Campylobacter",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"73","g__JG30-KF-CM45",0.640246297010665,-1.01968776851978,NA,0.210443452561938,NA,-4.8454240609822,1,0.129566673436576,1,0.409355576944543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"74","g__Pleurocapsa_PCC-7319",-0.35289819303027,1.06823349675713,0.0738403558639637,0.211592311038901,-4.7792049334163,5.04854591129608,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"75","g__Deinococcus",-0.0581030031942766,0.115598653238041,NA,0.21437157640762,NA,0.539244312026864,1,0.685160965022438,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"76","g__Bacillus",0.00884932754839535,0.190131465607484,0.284273028590097,0.455516494965542,0.0311296769598058,0.417397542589248,0.975508698439323,0.681323929997378,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"77","g__Solobacterium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"78","g__Exiguobacterium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"79","g__Abiotrophia",-0.00118652653710014,-0.526295267111219,NA,0.238496028227261,NA,-2.20672549988848,1,0.270868202353338,1,0.64183987079378,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"80","g__Facklamia",-0.637212153708379,1.33740987111744,0.180553394092608,0.306825788816293,-3.529217254047,4.3588574359315,0.0167537256029102,0.00729809918963134,0.130439720765515,0.082255216521795,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"81","g__Atopostipes",-3.44532014036184,4.62126067629473,NA,0.237187349336186,NA,19.4835883500035,1,0.032646021412256,1,0.209318607878583,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"82","g__Granulicatella",-0.0621606639025846,0.0636333986663676,0.267968018923867,0.402119478238717,-0.231970457341199,0.158245004557058,0.819330352513979,0.876128298307289,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"83","g__Enterococcus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"84","g__Lactobacillus",-0.394698472816882,0.736233323927617,0.355609518760999,0.455044811191601,-1.10992100040538,1.61793587317188,0.28573417203378,0.127977705479081,0.771563109761358,0.409355576944543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"85","g__Leuconostoc",0.796782824547937,-1.04043894981433,0.0738403558639637,0.23050788000224,10.7906146337628,-4.51368061605623,0.0588295136392103,0.138800306745633,0.284996310518841,0.426175589726027,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"86","g__Weissella",-0.334694877302433,2.39419319778855,0.0884842458552093,0.211671394973075,-3.78253636076764,11.3108962979769,0.164540530903618,0.0561377987177639,0.537660409472779,0.254959169176511,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"87","g__Listeria",0.178224985150693,-0.407961960005581,0.144376296646555,0.229402667513271,1.23444768490636,-1.77836624319977,0.263187277525513,0.125660500352697,0.754931927638973,0.409355576944543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"88","g__Lactococcus",0.225270432480265,-0.168138564439531,0.209864028134682,0.573001615736866,1.07341136297877,-0.293434712611252,0.311022558057594,0.775843755133325,0.826864849470189,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"89","g__Streptococcus",-0.285267631761045,0.829048486008378,0.362921506835052,0.582115614276337,-0.786031211676575,1.42419901764535,0.438225018887817,0.165061157055254,1,0.455485218203105,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"90","g__Paenibacillus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"91","g__Gemella",0.198837674606576,-0.068493746226008,0.0951442639409292,0.264174873803387,2.08985456790149,-0.259274264958993,0.0585904120811633,0.799817988233326,0.284996310518841,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"92","g__Staphylococcus",-0.428876921249215,1.20540610691016,0.610469282504818,0.811258432074701,-0.702536447844663,1.48584724577528,0.487424148477963,0.147105952275897,1,0.445404133279799,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"93","g__Fastidiosipila",0.756561797307082,-3.13140698825194,0.145193840565611,0.231980575572356,5.21070173748315,-13.4985740962404,0.120707809773863,0.0470760075051045,0.450390067822358,0.227770222922708,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"94","g__Clostridia_UCG-014",-1.09067517810588,1.8522624538441,0.0854310203678278,0.210282305534557,-12.7667347692901,8.80845608542993,0.0060794711323455,0.0126445081775058,0.0602420321296054,0.118658933873021,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"95","g__Clostridium_sensu_stricto_1",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"96","g__Agathobacter",0.407503933414936,-0.0877675194535823,0.0738403558639637,0.211592311038901,5.51871572999569,-0.414795410204894,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"97","g__Blautia",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"98","g__Catonella",-0.627801064065495,1.04549066378639,0.0738403558639637,0.211592311038901,-8.50214028250479,4.94106169857079,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"99","g__Johnsonella",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"100","g__Lachnoanaerobaculum",-0.174090411903357,0.157720204907049,0.140280037882692,0.268568606181257,-1.24102056522781,0.587262253580761,0.269646919273876,0.582543799301765,0.763415953268896,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"101","g__Lachnospiraceae_NK4A136_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"102","g__Oribacterium",-0.336960239405694,0.0158902509405414,0.160099310561447,0.242225941498612,-2.10469513094103,0.0656009461341385,0.169972585500477,0.953662952035259,0.537660409472779,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"103","g__Stomatobaculum",0.0582433608110012,-0.0589438187495512,NA,0.212080978271011,NA,-0.277930718870171,1,0.807161990963838,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"104","g__Faecalibacterium",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"105","g__Peptococcus",-0.257883916799195,1.59730059262049,0.0738403558639637,0.211592311038901,-3.49245224757984,7.54895385743403,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"106","g__[Eubacterium]_brachy_group",0.00425845319772886,0.324918514885469,0.0738403558639637,0.258365379307565,0.0576710817262882,1.25759308679929,0.959254252576442,0.335484346399759,1,0.746281505256606,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"107","g__Mogibacterium",-1.14822648617559,1.45141175051318,0.0738403558639637,0.211592311038901,-15.5501212411675,6.85947302804562,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"108","g__[Eubacterium]_yurii_group",-2.33279983360342,3.84925187802727,0.0738403558639637,0.211592311038901,-31.5924782093567,18.1918324873327,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"109","g__Filifactor",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"110","g__Peptostreptococcus",-0.173371745068831,0.381836065493737,0.0738403558639637,0.231322603630825,-2.34792672706282,1.6506647404986,0.0786933976140835,0.174151690925896,0.339841838304732,0.464039888311852,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"111","g__Anaerococcus",-0.192044245345173,0.525143646023798,0.438991779047369,0.565017841971424,-0.437466609880297,0.929428430421772,0.666705184453098,0.364325813643049,1,0.80225280175944,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"112","g__Ezakiella",1.31096046745707,-1.43872805614717,0.10506632356476,0.250498176308573,12.4774563625902,-5.74346718746122,0.000237287721973171,0.0045542130766549,0.0106658867576422,0.0630638674366361,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"113","g__Fenollaria",1.44164374547363,-1.87755138536866,0.0738403558639637,0.353797946048672,19.5237919509702,-5.30684648211711,0.000293556516265382,0.0130633688667546,0.0106658867576422,0.118658933873021,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"114","g__Finegoldia",0.104110385499476,0.108771375041269,0.301269669050092,0.461980886167905,0.345572077759229,0.235445617552533,0.734166034357961,0.816849955542802,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"115","g__Gallicola",-1.78810927955624,2.86543061198847,NA,0.21673759178658,NA,13.2207365984303,1,0.048061606671764,1,0.227770222922708,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"116","g__Parvimonas",-0.307423061365237,0.465698305013844,0.113771408724452,0.217390086928598,-2.7021117591134,2.14222419979437,0.0736542350877856,0.121597244052351,0.334512984357026,0.409355576944543,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"117","g__Peptoniphilus",0.104005342054783,-0.0158556468950207,0.254307995953026,0.40455373527206,0.408973935974843,-0.0391929316493836,0.688746441597786,0.969289987204278,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"118","g__W5053",0.815182541290059,-1.03618410076566,0.0738403558639637,0.211592311038901,11.0397970290375,-4.89707823350518,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"119","g__Centipeda",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"120","g__Selenomonas",-1.1588143282426,1.35755396532515,0.0738403558639637,0.234882814236546,-15.6935095271953,5.77970750962641,0.00403575305429506,0.0286551417189796,0.051752597990372,0.195213152960548,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"121","g__Anaeroglobus",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"122","g__Dialister",-1.22890251565808,1.69964495563879,0.117117912399739,0.254692592387587,-10.4928656127653,6.67331915587202,0.000135666535240041,0.00114129843559585,0.0102093358073684,0.0396467463782789,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"123","g__Megasphaera",0.271410899799548,-0.64129615470698,0.151028841122921,0.251305509290239,1.7970799337502,-2.55185871777419,0.170176918594595,0.0838068456604737,0.537660409472779,0.304498205899721,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"124","g__Veillonella",-0.440957715665428,0.991591736001514,0.270561076888866,0.38305105494039,-1.62978991928892,2.58866728915764,0.12396056912542,0.0205573649905061,0.450390067822358,0.144564695739688,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"125","g__Fusobacterium",0.193160549222971,-0.0365652643217312,0.311680295929855,0.504179102881956,0.619739366733796,-0.0725243551601388,0.546138935593845,0.94328858250717,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"126","g__Leptotrichia",-2.16380121625665,3.99230560019622,0.190642101747909,0.287775518064126,-11.3500700863963,13.87298553766,9.28651541211536e-05,3.49603594513483e-05,0.0102093358073684,0.00762135836039393,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"127","g__Gemmatimonas",0.13024826800628,-1.55741024393209,0.0738403558639637,0.211592311038901,1.76391712204417,-7.3604292910519,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"128","g__WD2101_soil_group",NA,NA,NA,NA,NA,NA,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
