"","taxon","lfc_(Intercept)","lfc_treatmentTreated","se_(Intercept)","se_treatmentTreated","W_(Intercept)","W_treatmentTreated","p_(Intercept)","p_treatmentTreated","q_(Intercept)","q_treatmentTreated","diff_(Intercept)","diff_treatmentTreated","passed_ss_(Intercept)","passed_ss_treatmentTreated","diff_robust_(Intercept)","diff_robust_treatmentTreated"
"75","g__Fusobacterium",-0.418240012406201,0.568130434216009,0.173362354644578,0.329367897897396,-2.41251921885615,1.72491137673955,0.042341431347126,0.122826961487958,0.465755744818386,0.5790413898718,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"76","g__Leptotrichia",0.269895724695824,-0.411517620411557,0.173015543397682,0.389125776506466,1.55995073850365,-1.05754397487137,0.179518467557453,0.338657401283461,0.817118541985647,0.925024360256778,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"77","g__Roseomonas",0.306489702093617,-1.43764474281521,NA,0.27552925190614,NA,-5.21775721767993,1,1,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"78","g__Brevundimonas",-1.04586720215232,3.25977498737118,0.295779362947061,0.386693051349541,-3.53597083897809,8.42987733033919,0.0715074848520033,0.0137818190008064,0.589936750029027,0.206239692127198,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"79","g__Methylobacterium-Methylorubrum",-1.18906824859242,2.23777359500546,0.39928353058259,0.508037481918481,-2.97800474479241,4.40474113554583,0.0176540871302505,0.00227231154816007,0.291617546178354,0.0999817081190429,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"80","g__Microvirga",-0.175102122423272,0.170281012870587,NA,0.293033905998554,NA,0.58109662187497,1,0.66488081675177,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"81","g__Devosia",-0.534068203994452,2.70030744475358,0.436793257545697,0.506456614250052,-1.22270249086567,5.33176459498338,0.308736024616478,0.0128950381877097,1,0.206239692127198,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"82","g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",-0.239748912243704,0.369844931720579,0.267747284077992,0.673613828536243,-0.895429856811797,0.549045931144628,0.38683706742844,0.592279930862318,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"83","g__Aureimonas",-0.169204251303202,0.0794417640283804,0.138727379748062,0.329509195008873,-1.21968894395964,0.241091190266303,0.346894723637746,0.831947309035792,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"84","g__Phyllobacterium",0.658826631938971,-0.68515767587421,0.396525953450667,0.50083232387198,1.66149687354812,-1.36803805029435,0.127596098724342,0.20125244651465,0.781108745895304,0.699087445787732,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
