Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
87e30d306096121b00e7862a86317395	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_imitans	0.8911260452821926
f7a94a958c7c0d0ad34298be75e25290	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.9999999999997633
da83eed7e3226d268b4ce2f3fe2bc2fc	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_iners	0.9994243326898575
52b9007f162f1d8a537b72b35aa30991	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	0.999999999999531
29cb95560c4c567afba5a0ecacb6d381	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_shahii	0.9016520153445878
c3a344d85870f2af44e13e3c2ccbad60	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__Kocuria_palustris	0.7865404546854197
db58cf83a220d381c0d61f526df07703	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria	0.9999393869650302
608079ae216cba6015a4ef0f1a7ac5bf	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999985564162156
c96ea58e6f85313afb50eec4018dde4b	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella	0.9999995073310665
cbb98746d5a88b839e194ae06e1c4084	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__Cladosporium	0.9717154581526211
c89df297cea88ed0989b4515ad985ded	d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	0.999958122829369
dd95ad21e8ab9d29b92a14eb26a6356c	d__Eukaryota; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Neophaeosphaeria; s__uncultured_fungus	0.774081389820459
0d147d82d4e33c00d891149c8dc2ce2e	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella	0.9999999831932723
fab7d56f06c09a961dca9e44c9c5f159	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	0.9999999996279909
d3d07cf6c05f010a4a82fef1ce5283c9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia	0.9999995058129498
3b0120201d6959f5e760ed9b9dd29425	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella	0.999999988919605
d4234359f2e56703c14bdd1e6c9200b8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerococcus	0.9999999999999178
c22283747c5d40d9609c207589d4b4a4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus	0.9999999999997422
b7ef102659f089915313097eca90e30c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter	0.7070806928738355
